source,target,weight
Muriaé,Rosário da Limeira,40
Tocantins,Visconde do Rio Branco,40
Andradas,Machado,150
Belo Horizonte,Coluna,405
Santa Rita do Sapucaí,São Gonçalo do Sapucaí,90
Bambuí,Divinópolis,160
Manhuaçu,Mutum,120
Alfenas,Areado,35
Dona Eusébia,Santa Bárbara do Tugúrio,105
Padre Paraíso,Salinas,310
Fervedouro,Lajinha,170
Piraúba,São João Nepomuceno,50
Belo Horizonte,Peçanha,345
Belo Horizonte,Veredinha,630
Araçuaí,Diamantina,360
Bom Jesus do Galho,João Monlevade,180
Barbacena,Juiz de Fora,80
Araçaí,Belo Horizonte,125
Alpercata,Teófilo Otoni,170
Itambacuri,Leopoldina,500
Barbacena,Rio Pomba,90
Buenópolis,Joaquim Felício,15
Datas,Serro,60
Divinolândia de Minas,Santa Efigênia de Minas,30
Engenheiro Caldas,Santa Rita de Minas,90
Entre Rios de Minas,Ouro Branco,60
Itaúna,Piumhi,120
Itaúna,Rio Manso,60
Mercês,Santa Bárbara do Tugúrio,30
Sacramento,Uberaba,90
Malacacheta,Periquito,295
Paracatu,Sete Lagoas,390
Belo Horizonte,Teixeiras,245
Paraopeba,Serro,245
Carandaí,Tocantins,150
Guanhães,Peçanha,70
Lagoa da Prata,Luz,70
Capitólio,Carmo do Rio Claro,105
Itamarandiba,Senhora do Porto,205
Itapecerica,Lagoa da Prata,95
Arcos,Campos Altos,135
Campanha,Três Corações,40
Campo Belo,Perdões,40
Caxambu,Conceição do Rio Verde,40
Iturama,Uberaba,320
Itamarandiba,Montes Claros,290
Pouso Alegre,São José do Alegre,65
Pará de Minas,Sacramento,310
Lagoa da Prata,Pedra do Indaiá,50
Alpinópolis,Ilicínea,75
Sabinópolis,Santa Maria de Itabira,145
Crisólita,Novo Oriente de Minas,60
Engenheiro Caldas,Padre Paraíso,310
Boa Esperança,Lavras,95
Porto Firme,Ubá,105
Córrego Danta,Juiz de Fora,570
Caratinga,Itambacuri,250
Mariana,Nova Era,170
Abaeté,Divinópolis,180
Bom Despacho,Pitangui,100
Governador Valadares,Machacalis,345
Belo Horizonte,São Sebastião do Oeste,170
Estrela do Sul,Patrocínio,105
Luz,Perdigão,95
Bom Sucesso,São João del Rei,100
Carmo do Rio Claro,Guaxupé,140
Caxambu,São Vicente de Minas,100
Conceição de Ipanema,Simonésia,50
Governador Valadares,Pavão,260
São Geraldo,Tabuleiro,90
Alfenas,Divisa Nova,40
Catas Altas,Mariana,60
Congonhas,Lagoa Dourada,60
Couto de Magalhães de Minas,São Gonçalo do Rio Preto,20
Curral de Dentro,Padre Paraíso,240
Curvelo,Pompéu,120
Dom Cavati,Iapu,20
Governador Valadares,Itabirinha,120
Itaverava,Lamim,30
Juatuba,Mateus Leme,10
Laranjal,Rio Pomba,120
Matipó,Santa Margarida,20
Matozinhos,Prudente de Morais,10
Belo Horizonte,Urucânia,235
Abre Campo,Tombos,165
Arcos,Mateus Leme,155
Betim,Medeiros,290
Cachoeira Dourada,Monte Alegre de Minas,135
Guimarânia,Iraí de Minas,95
Ibiá,Uberlândia,275
Iguatama,Juiz de Fora,460
Belo Horizonte,Luislândia,560
Carmo do Rio Claro,Passos,85
Belo Horizonte,Santa Maria do Suaçuí,375
Dom Cavati,Itambacuri,195
Itabirito,Ponte Nova,130
Belo Horizonte,Fervedouro,360
Ibiá,Janaúba,650
Juiz de Fora,Três Corações,325
Cordisburgo,Pedro Leopoldo,90
Dores de Guanhães,Mesquita,90
João Monlevade,Reduto,180
Ipatinga,Ponte Nova,240
Olhos-d'Água,Timóteo,540
Capelinha,Guanhães,175
Governador Valadares,Mathias Lobato,35
Janaúba,Mato Verde,70
Piranguinho,Santa Rita do Sapucaí,35
Piraúba,Rio Novo,35
Iguatama,Juatuba,190
Mariana,Santa Bárbara do Leste,250
Alpercata,Santa Rita de Minas,120
Bom Jardim de Minas,Juiz de Fora,120
Além Paraíba,Laranjal,90
Catuji,Curral de Dentro,270
Elói Mendes,Perdões,135
Juiz de Fora,Perdões,300
Pedralva,Pouso Alegre,80
Coronel Fabriciano,Malacacheta,365
Cristiano Otoni,Santos Dumont,105
Araxá,Governador Valadares,690
Oliveira,Santo Antônio do Amparo,40
Belo Horizonte,Japaraíba,255
Belo Horizonte,Caetanópolis,110
Campos Altos,Dores do Indaiá,110
Itaobim,Jacinto,180
Malacacheta,Naque,305
Divino das Laranjeiras,Nova Era,270
Crisólita,Governador Valadares,290
Guarani,Rio Pomba,35
Água Boa,Santa Maria do Suaçuí,30
Barbacena,Dona Eusébia,135
Moema,Perdigão,60
Ponte Nova,São Geraldo,75
Pratápolis,São Sebastião do Paraíso,30
Rio Pomba,São Geraldo,75
São José do Goiabal,Timóteo,90
Engenheiro Caldas,Itambacuri,170
Alpinópolis,Guaxupé,170
Caxambu,Juiz de Fora,230
Alfenas,Itaguara,280
Presidente Juscelino,Senador Modestino Gonçalves,190
Alpinópolis,Carmo do Rio Claro,35
Entre Rios de Minas,São João del Rei,70
São Domingos do Prata,Timóteo,70
Ibiá,Porteirinha,690
Patos de Minas,Rio Paranaíba,110
Frei Inocêncio,Ubaporanga,150
Belo Horizonte,Dores de Campos,230
Juiz de Fora,Teófilo Otoni,600
Alfenas,Silvianópolis,100
Arinos,Chapada Gaúcha,80
Brasília de Minas,Mirabela,40
Canápolis,Monte Alegre de Minas,60
Caxambu,Minduri,80
Conselheiro Lafaiete,Dores de Campos,120
Coronel Fabriciano,Mantena,280
Iguatama,Perdões,160
Jaíba,Manga,80
Campos Altos,Juatuba,225
Pedralva,São Lourenço,70
Mercês,Rio Novo,85
Belo Horizonte,Visconde do Rio Branco,300
Conceição das Alagoas,Iturama,245
Inhapim,Nova Era,180
Oliveira,Ritápolis,90
Frutal,Uberaba,135
Pirapora,São Francisco,270
Baependi,Olaria,140
Aimorés,João Monlevade,380
Guanhães,São José do Jacuri,95
Coronel Fabriciano,Mariana,240
Ipatinga,Itabira,120
Juiz de Fora,Miradouro,220
Alvorada de Minas,Datas,80
Janaúba,Manga,160
Guanhães,Mesquita,135
Congonhas,Resende Costa,110
Couto de Magalhães de Minas,Montes Claros,220
Igaratinga,Juatuba,55
Monte Carmelo,Patos de Minas,165
Arcos,Ibiá,190
Alfenas,Carmo da Cachoeira,145
Itambacuri,Jacinto,385
Baependi,São Vicente de Minas,90
Capinópolis,Uberlândia,180
Lagoa da Prata,Nova Serrana,90
Belo Horizonte,Raul Soares,250
Minduri,Olaria,125
Santo Antônio do Amparo,São João del Rei,125
Itamogi,Itaú de Minas,65
Caratinga,Padre Paraíso,340
Abre Campo,Divino,105
Bertópolis,Pavão,110
Carmo do Rio Claro,Muzambinho,110
Itaobim,João Monlevade,500
Rio Casca,Tombos,190
Frei Inocêncio,Leopoldina,435
Cordisburgo,Matozinhos,80
Guanhães,Joanésia,120
Ibituruna,Oliveira,80
Pirapora,Salinas,360
Cambuquira,Juiz de Fora,300
Crisólita,Timóteo,405
Abaeté,Biquinhas,60
Campanário,Jequitinhonha,300
Nova Ponte,Romaria,60
Papagaios,Pompéu,60
Belo Horizonte,Resende Costa,195
Almenara,Ubaporanga,550
Belo Horizonte,Divinolândia de Minas,315
Belo Horizonte,Guaxupé,495
Alfenas,Campestre,95
Divinópolis,Moema,105
Mantena,Naque,220
Guanhães,Santa Maria do Suaçuí,120
Sete Lagoas,Unaí,480
Central de Minas,Nova Era,293
São Francisco de Sales,Uberaba,255
Juiz de Fora,Santa Rita de Jacutinga,160
Itamarandiba,Olhos-d'Água,180
Itambacuri,Naque,162
Capitão Enéas,Porteirinha,100
Coqueiral,Santana da Vargem,20
Cordisburgo,Curvelo,55
Crisólita,Pavão,25
Divinópolis,Piumhi,100
Entre Rios de Minas,Lagoa Dourada,30
Juatuba,Medeiros,265
Juatuba,Pedra do Indaiá,120
Lagoa Dourada,Resende Costa,30
Matias Cardoso,Montes Claros,290
Naque,Teófilo Otoni,190
Perdigão,São Gonçalo do Pará,40
Curvelo,Matias Cardoso,520
Pouso Alegre,São Sebastião da Bela Vista,35
Lavras,Uberaba,530
Araxá,Lavras,400
João Monlevade,Novo Oriente de Minas,420
Serro,Sete Lagoas,270
Nova Era,Novo Oriente de Minas,390
Belo Horizonte,Mariana,120
Olaria,Três Corações,240
São Gonçalo do Rio Preto,Sete Lagoas,310
Juiz de Fora,Lavras,275
Araguari,Uberaba,145
Coronel Fabriciano,Poté,310
Caratinga,Ouro Preto,300
Rio Paranaíba,Uberlândia,180
Belo Horizonte,Salto da Divisa,900
Coromandel,Santa Juliana,165
Estrela do Sul,Guarda-Mor,210
Arantina,São Vicente de Minas,50
Senador Modestino Gonçalves,Turmalina,195
Governador Valadares,Inhapim,95
Carbonita,Gouveia,175
Belo Horizonte,Rio Novo,315
Governador Valadares,Mendes Pimentel,85
José Raydan,Senhora do Porto,125
Coronel Fabriciano,Salto da Divisa,680
Dona Eusébia,Leopoldina,40
Abre Campo,Mariana,150
Coronel Fabriciano,Dom Cavati,75
Divinópolis,Pitangui,75
Rio Doce,Rio Piracicaba,75
Baependi,Paraguaçu,185
Belo Horizonte,Turmalina,510
Capelinha,Setubinha,70
Padre Paraíso,Ponto dos Volantes,35
Capelinha,Diamantina,240
Bertópolis,Nova Era,545
Belo Horizonte,Virginópolis,300
Belo Horizonte,Bom Jesus do Galho,295
Buenópolis,Montalvânia,520
Inimutaba,Veredinha,440
Cássia,Juatuba,345
Piranguinho,Três Corações,185
Areado,Monte Belo,30
Bela Vista de Minas,São Domingos do Prata,30
Curvelo,Martinho Campos,150
Ipanema,Muriaé,240
Lavras,Nova Serrana,240
Machado,Serrania,30
Matutina,Tiros,30
Nova Serrana,Três Marias,240
Perdões,Santo Antônio do Amparo,30
Rubim,Teófilo Otoni,240
Belo Horizonte,Laranjal,375
Ipatinga,Montes Claros,615
Coronel Fabriciano,Ponte Nova,220
Bertópolis,João Monlevade,575
Campo Belo,Uberaba,440
Biquinhas,Paineiras,20
Frei Inocêncio,Malacacheta,200
Inhapim,Nanuque,415
Juatuba,Lagoa da Prata,165
João Monlevade,Mariana,140
Bicas,Governador Valadares,450
Catuji,Itambacuri,110
São Gotardo,Serra do Salitre,120
Belo Horizonte,Tombos,385
Fervedouro,Inhapim,165
Francisco Sá,Pedra Azul,330
Abaeté,Paineiras,40
Botelhos,Divisa Nova,40
Cruzília,Minduri,40
Iguatama,Itaúna,160
Itajubá,Pedralva,40
Campanário,Naque,140
Capelinha,Turmalina,60
Caratinga,Timóteo,120
Inhapim,Teófilo Otoni,240
Recreio,Volta Grande,60
Curvelo,Montalvânia,600
Bom Sucesso,Divinópolis,135
João Monlevade,Raul Soares,125
Frei Inocêncio,Itaobim,210
Miraí,Ubá,70
São Gonçalo do Rio Preto,Turmalina,225
Curral de Dentro,Teófilo Otoni,340
Itamarandiba,São João Evangelista,135
Pará de Minas,Pompéu,135
Nova Era,São João do Manteninha,314
Coronel Pacheco,Rio Pomba,50
Divino das Laranjeiras,São João do Manteninha,50
Luz,Sacramento,180
São João do Paraíso,Sete Lagoas,690
Perdões,Uberaba,490
Alpinópolis,Muzambinho,140
Baependi,Varginha,140
Belo Horizonte,Rio Piracicaba,140
Central de Minas,João Monlevade,320
Formiga,Juiz de Fora,395
Carandaí,Congonhas,60
Ibertioga,Santa Rita de Ibitipoca,30
Itatiaiuçu,Rio Manso,30
Planura,Uberaba,105
Bambuí,Juiz de Fora,490
Perdões,Varginha,115
Belo Horizonte,São João Nepomuceno,340
Belo Horizonte,Dionísio,180
Campanário,Ipatinga,188
Coronel Fabriciano,Iapu,55
Muriaé,São Francisco do Glória,55
Nova Era,Salto da Divisa,705
Conselheiro Lafaiete,São João del Rei,135
Governador Valadares,São Gonçalo do Rio Abaixo,240
Belo Horizonte,Itueta,485
Baependi,Cambuquira,80
Jequitinhonha,Ponto dos Volantes,80
Juiz de Fora,Rio Pomba,80
Ouro Branco,São Brás do Suaçuí,40
Bocaiúva,Porteirinha,225
Fervedouro,Teófilo Otoni,360
Carlos Chagas,Fervedouro,520
Frutal,Janaúba,960
Betim,Campos Altos,240
Carmo da Cachoeira,Nepomuceno,50
Conceição do Mato Dentro,Congonhas do Norte,75
Jaíba,Montalvânia,150
Belo Horizonte,Bertópolis,690
Barroso,Conselheiro Lafaiete,105
João Monlevade,São Domingos do Prata,35
São Geraldo,Viçosa,35
Congonhas,Entre Rios de Minas,45
Poço Fundo,Silvianópolis,45
Santa Maria de Itabira,Senhora do Porto,90
Itamarandiba,Sete Lagoas,380
Belo Horizonte,Muzambinho,465
Itutinga,Juiz de Fora,220
Carlos Chagas,Inhapim,355
Carandaí,Juiz de Fora,130
Cristina,Piranguinho,65
Aiuruoca,Madre de Deus de Minas,140
Bela Vista de Minas,Timóteo,85
Lassance,Pirapora,85
Frutal,Porteirinha,1000
Carmo da Cachoeira,Paraguaçu,105
Medeiros,Pará de Minas,240
Araxá,Perdões,360
Bom Despacho,Martinho Campos,60
Bonfim,Piedade dos Gerais,30
Campo Florido,Pirajuba,30
Coimbra,Ervália,20
Igarapé,Rio Manso,40
Conselheiro Lafaiete,Tiradentes,135
Ituiutaba,Pará de Minas,640
Buenópolis,Manga,460
Barbacena,Divinópolis,210
Araújos,Betim,135
Matipó,Santa Rita de Minas,85
Caxambu,Elói Mendes,150
Janaúba,Uberlândia,780
Canápolis,Uberlândia,120
Coronel Fabriciano,Jacinto,600
Araxá,Arcos,230
Itambacuri,Itaobim,168
Coronel Fabriciano,Ubaporanga,90
Juiz de Fora,Tiradentes,170
Carmópolis de Minas,Ritápolis,80
João Monlevade,São Pedro dos Ferros,110
Dom Cavati,Leopoldina,300
Montes Claros,Perdões,490
Bom Despacho,Curvelo,210
Coroaci,Nacip Raydan,35
Lavras,Santana da Vargem,70
Formiga,Lavras,130
Catas Altas da Noruega,Porto Firme,60
Nova Serrana,Sacramento,260
Papagaios,Pará de Minas,75
Divino,Miradouro,50
Cássia,Divinópolis,220
Belo Horizonte,Simonésia,370
Juiz de Fora,Maripá de Minas,65
Lavras,Varginha,130
São Domingos do Prata,São Gonçalo do Rio Abaixo,65
Itabira,São Pedro do Suaçuí,220
Pedro Leopoldo,Várzea da Palma,295
Coroaci,Sardoá,40
Malacacheta,Poté,40
Formiga,Mateus Leme,120
Guiricema,Muriaé,70
Belo Horizonte,Medeiros,325
Machacalis,Nova Era,510
Alfenas,Varginha,80
Belo Horizonte,Novo Oriente de Minas,550
Campestre,Serrania,45
Guarda-Mor,Vazante,45
Iguatama,Mateus Leme,180
João Monlevade,Machacalis,540
Arcos,Luz,150
Frutal,Pirajuba,60
Indaiabira,Taiobeiras,30
Belo Horizonte,Candeias,250
Itajubá,Poços de Caldas,150
Bom Despacho,Conceição do Pará,80
Canápolis,Ituiutaba,80
Coronel Fabriciano,Inhapim,80
Governador Valadares,São João do Oriente,80
Água Boa,Santa Maria de Itabira,260
Lima Duarte,São Vicente de Minas,115
Araçuaí,Couto de Magalhães de Minas,300
Belo Horizonte,Sacramento,390
Barbacena,Piedade do Rio Grande,85
João Monlevade,São João do Manteninha,340
Perdões,Pirapora,370
Piumhi,São Sebastião do Paraíso,150
Itabira,Santa Bárbara,70
Coronel Fabriciano,Itueta,265
Belo Horizonte,Lamim,160
Santana da Vargem,Santo Antônio do Amparo,90
Caratinga,Matipó,95
Lassance,Pedro Leopoldo,255
São Pedro do Suaçuí,Senhora do Porto,95
Aimorés,Itueta,20
Frei Inocêncio,Ipatinga,140
Aimorés,Belo Horizonte,510
Baependi,Bom Jardim de Minas,105
Divino das Laranjeiras,João Monlevade,290
Ipatinga,São Pedro do Suaçuí,220
Aiuruoca,Minduri,140
Carmo do Paranaíba,Nova Serrana,240
Água Boa,São Pedro do Suaçuí,70
Central de Minas,Mantena,50
Coimbra,Visconde do Rio Branco,25
Coluna,São José do Jacuri,25
Corinto,Porteirinha,400
Couto de Magalhães de Minas,Senador Modestino Gonçalves,50
Padre Paraíso,Salto da Divisa,305
Carlos Chagas,Muriaé,570
Pirapora,São Romão,210
Piracema,São Joaquim de Bicas,80
São João Evangelista,São José do Jacuri,55
Cantagalo,Santa Maria de Itabira,170
Machado,Silvianópolis,60
Araxá,Formiga,260
Elói Mendes,Santo Antônio do Amparo,155
Santa Maria de Itabira,Santa Maria do Suaçuí,230
Lagoa Santa,Serra Azul de Minas,270
Juatuba,Pequi,70
Itabirito,Visconde do Rio Branco,180
Carmo da Cachoeira,Elói Mendes,80
Juiz de Fora,Ubá,120
Francisco Sá,Sete Lagoas,400
Formiga,Uberaba,385
Bom Despacho,Pompéu,90
Jequitinhonha,Naque,415
Belo Horizonte,Santa Rita do Sapucaí,430
Areado,Belo Horizonte,400
Baependi,Lima Duarte,150
Água Boa,Belo Horizonte,405
Nova Era,Pavão,425
Belo Horizonte,Belo Oriente,270
Caratinga,Frei Inocêncio,165
Dom Cavati,Ipatinga,55
João Monlevade,Pavão,455
Belo Horizonte,Piranguinho,460
Argirita,Recreio,60
Formiga,Passos,165
Juiz de Fora,Minduri,200
Perdizes,Santa Juliana,40
Juiz de Fora,Uberaba,780
Araxá,Campo Belo,310
Curvelo,Virgem da Lapa,440
Igarapé,Piracema,75
Laranjal,Santa Bárbara do Tugúrio,155
Itabira,São João Evangelista,175
Biquinhas,Martinho Campos,90
Conceição dos Ouros,Paraisópolis,20
Belo Horizonte,Unaí,540
Abre Campo,Carangola,135
Belo Horizonte,Viçosa,245
Diamantina,Virgem da Lapa,300
Belo Horizonte,Monte Belo,440
Aiuruoca,Cruzília,100
Alvarenga,Inhapim,50
Andradas,Campestre,90
Araçaí,Cordisburgo,10
Barbacena,Conselheiro Lafaiete,60
Boa Esperança,Ilicínea,45
Caratinga,São Pedro dos Ferros,90
Carmópolis de Minas,Oliveira,40
Congonhas,São João del Rei,110
Corinto,Três Marias,120
Coromandel,Uberlândia,100
Fervedouro,Muriaé,50
Frutal,São Francisco de Sales,95
Ipanema,Santana do Manhuaçu,45
Ipanema,Simonésia,60
Ipatinga,Periquito,55
Japaraíba,Santo Antônio do Monte,45
Juatuba,Pratápolis,320
Morada Nova de Minas,Paineiras,50
Naque,Salto da Divisa,605
Nova Serrana,Pitangui,40
Bicas,Nanuque,750
Corinto,Mirabela,240
Campanário,Muriaé,395
Diamantina,Turmalina,180
Frei Inocêncio,Muriaé,350
Águas Formosas,João Monlevade,505
Monte Carmelo,Paracatu,255
Águas Formosas,Nova Era,475
Belo Horizonte,Setubinha,525
Aiuruoca,Olaria,120
Bocaiúva,Ipatinga,545
Capelinha,José Raydan,95
Belo Horizonte,Coroaci,365
Japaraíba,Juatuba,180
Itaú de Minas,Piumhi,115
Ibiá,Pedrinópolis,155
Janaúba,Patos de Minas,520
Belo Horizonte,Itajubá,475
Bambuí,Mateus Leme,205
Alfenas,Juiz de Fora,409
João Monlevade,Timóteo,95
Santa Maria do Suaçuí,Turmalina,140
Carmo do Paranaíba,Monte Carmelo,250
Coluna,Itamarandiba,45
Santa Bárbara do Leste,Ubaporanga,45
Aimorés,Nova Era,340
Bom Despacho,Juiz de Fora,430
Bambuí,Iguatama,40
Belo Vale,Congonhas,40
Couto de Magalhães de Minas,Gouveia,80
Divinópolis,Igaratinga,40
Matipó,Urucânia,80
Ouro Preto,Santos Dumont,180
Belo Horizonte,Mutum,405
Jequitibá,Santana de Pirapama,35
Jequitibá,Sete Lagoas,35
Resende Costa,São Brás do Suaçuí,70
Além Paraíba,Santa Bárbara do Tugúrio,200
Lajinha,Miradouro,180
Arantina,Lima Duarte,65
Itaúna,Lagoa da Prata,130
Mutum,Rio Casca,195
Inhapim,Muriaé,215
Caxambu,Madre de Deus de Minas,120
Fervedouro,Rio Casca,140
Bambuí,Lavras,220
Frei Inocêncio,Ponto dos Volantes,190
Baependi,Juiz de Fora,210
Abre Campo,Matipó,25
Cordisburgo,Paraopeba,25
Mercês,Rio Pomba,25
Monte Carmelo,Romaria,25
Três Corações,Três Pontas,70
Corinto,Curvelo,45
Coluna,Itabira,265
Itambacuri,Jequitinhonha,265
Congonhas,Prados,110
Belo Horizonte,Tarumirim,305
Bocaiúva,Monte Azul,300
Dom Cavati,João Monlevade,167
Crisólita,João Monlevade,480
Lagoa da Prata,Mateus Leme,145
Abadia dos Dourados,Monte Carmelo,40
Antônio Dias,Nova Era,40
Betim,Pitangui,100
Carmo do Rio Claro,Monte Belo,80
Lagoa Dourada,São Brás do Suaçuí,40
Martinho Campos,Morada Nova de Minas,120
Crisólita,Nova Era,450
Abaeté,Belo Horizonte,225
Belo Horizonte,Francisco Sá,460
Durandé,João Monlevade,225
Formiga,São Sebastião do Paraíso,210
Itamarandiba,Santa Maria de Itabira,280
Paraopeba,Taiobeiras,535
Timóteo,Ubá,325
Belo Horizonte,Itamarandiba,425
Durandé,Manhumirim,35
Luz,Moema,35
Coronel Fabriciano,Ubá,330
Janaúba,Patrocínio,660
Biquinhas,Pompéu,120
Conceição da Barra de Minas,São João del Rei,50
Caratinga,Juiz de Fora,360
Arcos,São João del Rei,260
Bandeira do Sul,Machado,65
Carmo do Cajuru,Mateus Leme,65
Belo Horizonte,Manhumirim,340
Jacinto,Naque,530
Juiz de Fora,Luz,460
Nova Serrana,Quartel Geral,145
Itaúna,Passos,260
Abre Campo,Santa Bárbara do Leste,90
Betim,Pedra do Indaiá,135
Cambuquira,Lambari,30
Caratinga,Inhapim,30
Coqueiral,Nepomuceno,30
Dom Cavati,Fervedouro,180
Madre de Deus de Minas,São Vicente de Minas,30
Novorizonte,Salinas,30
Campos Altos,Juiz de Fora,535
Frutal,Prata,80
Alpinópolis,Santana da Vargem,145
Igarapé,Oliveira,115
Pirapora,Urucuia,560
Ilicínea,Passos,99
Araújos,Juatuba,110
Ribeirão Vermelho,Santo Antônio do Amparo,40
Abre Campo,Manhuaçu,65
Machado,Santo Antônio do Amparo,200
Andrelândia,Olaria,75
Bertópolis,Machacalis,25
Divino,Orizânia,25
Juiz de Fora,São Domingos do Prata,350
Dom Cavati,Teófilo Otoni,210
Carangola,Rio Casca,160
Frei Inocêncio,Salto da Divisa,500
Mateus Leme,Passos,280
Juiz de Fora,Nova Serrana,385
Barbacena,Mercês,60
Belo Horizonte,Novo Cruzeiro,565
Dom Cavati,Governador Valadares,70
Divinópolis,Juiz de Fora,345
Campanário,Juiz de Fora,565
Jacinto,Padre Paraíso,230
Olaria,São Vicente de Minas,95
Augusto de Lima,Mato Verde,395
Andrelândia,São Vicente de Minas,20
Camanducaia,Cambuí,20
Conselheiro Lafaiete,Muriaé,240
Itaguara,Itapecerica,90
Japaraíba,Pedra do Indaiá,70
Nanuque,Naque,360
Nova Era,Ponte Nova,140
Belo Horizonte,São Francisco,540
Augusto de Lima,Monte Azul,425
Barroso,Lavras,135
Paraopeba,Presidente Kubitschek,200
Salto da Divisa,Teófilo Otoni,400
Bom Despacho,Sacramento,220
Frei Inocêncio,Teófilo Otoni,90
Laranjal,Piraúba,100
Alpercata,Sobrália,36
Capitólio,Guaxupé,225
Itapecerica,Juatuba,135
Jaíba,Montes Claros,180
Indaiabira,Sete Lagoas,630
Arcos,Uberaba,345
Juatuba,Papagaios,105
Pedro Leopoldo,Pirapora,330
Betim,Itapecerica,155
Fervedouro,Itambacuri,360
Campos Altos,São Gotardo,60
Patos de Minas,Vazante,120
Nepomuceno,Três Corações,85
Água Boa,São João Evangelista,100
Itaú de Minas,Juatuba,300
Peçanha,Santa Maria de Itabira,175
Bicas,Dom Cavati,360
Capelinha,Santa Maria de Itabira,305
Capitão Enéas,Espinosa,160
Ibiá,Pratinha,40
Tabuleiro,Teixeiras,120
Carbonita,Curvelo,270
João Monlevade,Salto da Divisa,740
Belo Horizonte,Lagoa da Prata,210
Arcos,Bambuí,60
Belo Oriente,João Monlevade,150
Coimbra,São Geraldo,15
Coronel Fabriciano,Frei Inocêncio,150
Dom Cavati,Laranjal,270
São Gonçalo do Rio Preto,Senador Modestino Gonçalves,30
Luislândia,Mirabela,60
Betim,Ritápolis,165
Betim,São Tiago,165
Paraopeba,Turmalina,405
Belo Horizonte,Cana Verde,220
Governador Valadares,Poté,185
Araçuaí,Curvelo,470
Iapu,Ipatinga,35
Guarda-Mor,Presidente Olegário,130
Bocaiúva,Mato Verde,265
Inhapim,Juiz de Fora,385
Capelinha,Itabira,335
Conselheiro Pena,Periquito,135
Itaú de Minas,Itaúna,270
Lagamar,Paracatu,155
Leopoldina,Santa Bárbara do Tugúrio,125
Abre Campo,Belo Horizonte,215
João Pinheiro,Urucuia,240
João Pinheiro,Lagoa Grande,60
Maravilhas,Pará de Minas,60
Pará de Minas,Pequi,40
Ponte Nova,Santa Bárbara do Leste,160
Belo Horizonte,Cássia,370
Mantena,Periquito,192
Capitólio,Itaú de Minas,90
Arinos,Riachinho,105
Couto de Magalhães de Minas,Itamarandiba,105
Além Paraíba,Belo Horizonte,405
Belo Horizonte,Capelinha,450
Jequitinhonha,Nova Era,515
Jacinto,Teófilo Otoni,325
Estrela do Sul,Paracatu,280
Belo Horizonte,Ponte Nova,180
Itaúna,São Sebastião do Paraíso,300
Astolfo Dutra,Barbacena,120
Capinópolis,Monte Alegre de Minas,100
Careaçu,São Gonçalo do Sapucaí,25
Juiz de Fora,Olaria,75
Juiz de Fora,Tocantins,100
Gouveia,Virgem da Lapa,330
Ponte Nova,Timóteo,205
Bambuí,Itaúna,180
Minas Novas,Sete Lagoas,465
Betim,São José da Varginha,80
Cássia,Itaúna,295
Guanhães,Itamarandiba,165
Araújos,Belo Horizonte,160
Barão de Cocais,Coronel Fabriciano,150
Espinosa,Janaúba,120
Montes Claros,Uberaba,600
São João do Paraíso,Taiobeiras,60
Bambuí,Uberaba,300
Belo Horizonte,Piraúba,255
Belo Horizonte,Dona Eusébia,300
Betim,Iguatama,205
Rio Casca,Santa Bárbara do Leste,115
Frei Inocêncio,Jacinto,425
Mariana,Ponte Nova,70
Couto de Magalhães de Minas,Diamantina,40
Araxá,Iguatama,195
Guarani,Mercês,60
Belo Horizonte,Presidente Kubitschek,305
Ipatinga,São Gonçalo do Rio Abaixo,140
Belo Horizonte,Janaúba,480
Catas Altas,Itabira,95
Buenópolis,Francisco Sá,195
Central de Minas,Ipatinga,250
Ipatinga,Mantena,250
Belo Horizonte,Virgem da Lapa,571
Campo Belo,Santo Antônio do Amparo,55
Augusto de Lima,Porteirinha,340
Barbacena,Tiradentes,60
Curvelo,Nova Serrana,240
Perdizes,Uberaba,140
Ritápolis,São Joaquim de Bicas,150
São Joaquim de Bicas,São Tiago,150
Augusto de Lima,Espinosa,455
Coronel Fabriciano,Jequitinhonha,475
Capelinha,Santa Maria do Suaçuí,80
Carlos Chagas,Juiz de Fora,720
Itambacuri,Muriaé,410
Montes Claros,Varjão de Minas,360
Belo Horizonte,Ferros,185
Guanhães,José Raydan,95
Campos Altos,Ibiá,60
Cássia,Pimenta,160
Campanário,Periquito,125
Belo Horizonte,Galiléia,385
Frei Inocêncio,Inhapim,130
Bambuí,Juatuba,220
Belo Horizonte,Mercês,230
Araxá,Paracatu,390
Brasilândia de Minas,Buritis,255
Belo Horizonte,Campos Altos,270
Itaú de Minas,Pimenta,130
Andrelândia,São João del Rei,115
Arceburgo,Guaxupé,40
Argirita,Maripá de Minas,20
Belo Horizonte,São José da Varginha,110
Cambuquira,Caxambu,60
Conceição de Ipanema,Taparuba,40
Conceição do Pará,Perdigão,40
Fronteira,Frutal,40
Paraisópolis,Piranguinho,45
Paraopeba,Presidente Juscelino,110
Pedra do Indaiá,Santo Antônio do Monte,20
Pouso Alto,São Sebastião do Rio Verde,10
Sete Lagoas,Turmalina,435
Inimutaba,Minas Novas,345
Belo Horizonte,Mantena,465
Patos de Minas,Unaí,295
Buritis,Urucuia,140
Betim,Oliveira,130
Iguatama,Luz,120
Almenara,Campanário,330
Carlos Chagas,Naque,300
