@RELATION info_dengue

@ATTRIBUTE casos      NUMERIC
@ATTRIBUTE p_rt1      NUMERIC
@ATTRIBUTE p_inc100k  NUMERIC
@ATTRIBUTE nivel      {1,2,3,4}

@DATA
4,0.300555,5.037719999999999,1
1,0.0315095,1.2594299999999998,1
0,0.0,0.0,1
1,0.259171,1.2594299999999998,1
2,0.7330479999999999,2.5188599999999997,1
2,0.71842,2.5188599999999997,1
0,0.0,0.0,1
1,0.405544,1.2594299999999998,1
3,0.8518479999999999,3.77829,1
0,0.0,0.0,1
1,0.39310300000000004,1.2594299999999998,1
1,0.46387700000000004,1.2594299999999998,1
1,0.530825,1.2594299999999998,1
4,0.91899,5.037719999999999,1
1,0.31277699999999997,1.2594299999999998,1
1,0.253449,1.2594299999999998,1
4,0.8216,5.037719999999999,1
1,0.261065,1.2594299999999998,1
1,0.245667,1.2594299999999998,1
2,0.551379,2.5188599999999997,1
0,0.0,0.0,1
4,0.896641,5.037719999999999,1
2,0.574702,2.5188599999999997,1
1,0.23907399999999998,1.2594299999999998,1
4,0.7823680000000001,5.037719999999999,1
5,0.8369,6.29715,1
6,0.807667,7.55658,1
8,0.824484,10.0754,1
18,0.989518,22.6697,1
13,0.749318,16.3726,4
15,0.668778,18.8914,4
13,0.42931800000000003,16.3726,4
5,0.0231458,6.29715,2
6,0.110286,7.55658,2
2,0.022664700000000003,2.5188599999999997,2
0,0.0,0.0,1
0,0.0,0.0,1
4,0.8947940000000001,5.037719999999999,1
8,0.983606,10.0754,2
9,0.927378,11.3349,2
12,0.896122,15.1132,2
10,0.606653,12.5943,1
20,0.954204,25.1886,1
32,0.997072,41.5612,4
24,0.77622,31.4858,4
37,0.9512879999999999,49.1178,4
41,0.939732,55.4149,4
86,0.999999,118.38600000000001,4
134,1.0,190.174,4
206,1.0,301.004,4
369,1.0,561.706,4
398,1.0,630.974,4
442,1.0,741.804,4
779,1.0,1419.38,4
334,0.000160332,678.8330000000001,4
1,0.0,1.2594299999999998,2
9,0.497586,59.2963,2
8,0.487254,52.7079,2
4,0.141486,26.3539,2
1,0.0119442,6.588480000000001,1
0,0.0,0.0,1
3,0.624904,19.7654,1
2,0.602244,13.177,1
3,0.713281,19.7654,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.500918,6.588480000000001,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.8000729999999999,6.588480000000001,1
0,0.0,0.0,1
1,0.742282,6.588480000000001,1
1,0.6811119999999999,6.588480000000001,1
5,0.9651270000000001,32.9424,1
0,0.0,0.0,1
1,0.239108,6.588480000000001,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.965335,13.177,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.958744,13.177,1
1,0.680506,6.588480000000001,1
1,0.5059819999999999,6.588480000000001,1
3,0.8244819999999999,19.7654,1
2,0.592854,13.177,1
4,0.790822,26.3539,1
2,0.383844,13.177,1
0,0.0,0.0,1
1,0.268228,6.588480000000001,1
2,0.687106,13.177,1
27,0.999999,177.889,1
57,1.0,382.13199999999995,4
72,0.9999969999999999,494.13599999999997,4
87,0.999654,599.552,4
97,0.991743,672.025,4
75,0.359106,520.49,4
101,0.911816,718.145,4
59,0.0147202,415.074,4
96,0.8989870000000001,698.3789999999999,4
117,0.996891,863.091,4
103,0.876344,777.441,4
124,0.975233,968.507,4
139,0.9939290000000001,1133.22,4
73,0.00211874,619.317,4
63,0.0007361269999999999,566.61,4
32,2.74141e-07,316.247,4
21,1.5886900000000002e-05,243.774,4
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
3,0.978987,102.98700000000001,1
2,0.785,68.6577,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
